"reviewerID"^"productID"^"positiveVotes"^"negativeVotes"^"reviewText"^"ratingGiven"^"reviewTime"
torridtemptations, ^392592^8^0^"Since reading this book, I feel like for the first time I have been given the basic instructions to approach obstacles in a positive way with a degree of confidence in a positive outcome. We have a child with Oppositional Defiance Disorder (ODD) and Attention Deficit Hyperactivity Disorder (ADHD) and we have been in therapy for 8 years with multiple counselors and psychologists with little to no improvement. She is frequently against anything and everything that we try to teach her or help her with and has no reaction to any type of discipline. In her mind she is always right, always has all the answers and when something goes wrong she is always the faultless victim. I have frequently felt completely hopeless and overwhelmed, and I have thrown up my hands and said that I have run out of ideas and answers about what we could do to help her. Now that I have read this book I have had floods of ideas in how I could approach day-to-day issues without getting as upset or trying to correct her behavior, and I have found many faults in my previous methods which obviously were not working. I have just finished this book so I can't say that we have worked any miracles but I began applying these simple principles while still reading the book and we are already experiencing more pleasant behaviors and finding more enjoyment in our time together. I have already recommended this book to several friends and family members and I'm hoping that they read it and can benefit from it as I feel I have!"^5^May 14, 2012
SacMom2010, ^392592^5^0^"Commonsense wisdom for dealing with people--very practical applications to improve your interactions and relationships with people. Am only a third of the way through the book but highly recommend it"^5^November 6, 2010
JustDoItRog, ^392592^4^3^"I read this book over twenty five years ago and recently purchased again to use when teaching my management classes at my employer."^5^December 5, 2011
redd1733, ^392592^4^0^"Wondeerful read a must have for any business, great for employees to read!!"^5^May 18, 2012
winter14, ^392592^1^0^"I read this book 60 years ago and enjoyed it all over again."^5^February 13, 2013
ProfessionalSuccess, ^392592^1^0^"I can't recommend this book highly enough."^5^June 30, 2016
motivatror90, ^392592^1^0^"A classic (originally published in the 30's) and a must-have, this timeless piece of work can help just about anybody get along better with others and win them over to their way of thinking. Don't have a lot of time to spare? Don't worry. The book is divided into short sections, each one devoted to a particular principle that is well illustrated with many practical examples. In this way, you can read a chapter quickly, stop and do other things you have to do if necessary, and get back to the book when you have time- all without losing continuity.

Thoroughly entertaining by using fun and interesting examples, I don't think many readers will regret checking this one out and I like to think of this book as a kind of Human Relations 101 of sorts. Also recommend 'The Sixty-Second Motivator' for further reading on motivational principles."^5^February 18, 2009
Michelle201481, ^392592^1^2^"I got this book because I started reading it online and it caught my attention and since is such a good seller I thought would be good to have it in my book collection (hard cover), I'm glad I did:)"^5^August 2, 2014
StVadim, ^392592^1^0^"Good for everyday use"^5^June 26, 2013
teacherfriend, ^42333993^3^0^"Wow! This is an all-inclusive resource to direct your parents to when they ask, as they often do, how they can help their children retain what they've learned over the summer. The daily activity pages include all of the key math, science, social studies, and language arts skills for second graders going into third grade. I'm very impressed with the amount of information and parent support on what parents can do to prevent learning loss over the summer. It provides parents great ideas for ways to encourage summer reading with a recommended book list of both fiction and nonfiction titles, and even includes a daily pacing with monthly goals and word lists! The included math and language flashcards are an added bonus too!"^5^May 30, 2016
Swimminginto2nd, ^42333993^2^0^"This book is an excellent resource to prevent summer learning loss. The activities can be completed in less than 15 minutes a day so students won't resent taking time from their schedule to review. The activities cover a wide range of skills. I especially loved the flash cards, reward stickers, and certificate of completion that is included in the book."^5^May 31, 2016
JWGB, ^11968725^10^1^"My daughter has read this book a kazillion times. Great book!"^5^January 3, 2015
CubsFanDaddy, ^728556^6^6^"It wasn't as good as I had hoped. It was OK. I was in a hurry and bought the first book I found."^3^August 12, 2010
rggatorgal, ^728556^4^0^"This book is a good tool for my Son to use in potty training my grandson. My grandson loves his dad to read to him and he likes to imitate his father."^5^December 17, 2013
mcsmith1986, ^728556^3^1^"When I first have it to him we had to read it three times. I put it in the bathroom so he can read while he is on the potty"^5^December 7, 2014
Jrw14, ^728556^3^0^"My son likes this book! The pages are thick and sturdy. In the book, Henry gets anew potty and learns to use it when he's ready. He has a couple of accidents but his parents encourage him not to give up."^5^September 30, 2016
clearcareuser, ^728556^3^3^"I have the girls version of this book and wanted my son to have a boy version. I don't know if I like the fact that it's exactly the same except for a boy with blue instead of pink and Henry instead of Hannah. but my son likes it, so maybe being the same is a good thing!"^5^November 23, 2012
jackie24, ^728556^1^0^"My little guy was pretty interested when I was reading it him. I think he's better understanding the use of the potty. Illustration is great and it's perfect size for my son to grab on his own while he's sitting on the potty!"^4^August 8, 2016
leilanilittlethunder, ^728556^1^1^"A cute way to introduce a toddler to potty-training. He loves the book and we read it over and over."^5^November 30, 2014
AuntiePenguin, ^728556^1^2^"I purchased this book after seeing it at a friends home. It is for my 2 y/o nephew ...ordered 3 copies ... 1 for Nana's (Dad's mom), 1 for Papa (Mom's dad) and 1 for Home (mom & dad) so he could 'Read' at all 3 houses while he is learning How-to-potty ;)"^5^May 3, 2013
KarenB, ^38310494^667^79^"I did the 10-day Green Smoothie Cleanse by jj smith with several of my coworkers and my results were -14 pounds at the end of the cleanse, a new attitude about what I put into my body and a desire to encourage others to do as I did! I lost weight AND inches. My diabetic reading went from 172 to 94. My good cholesterol has greatly improved and I feel GOOD about myself! My doctor was impressed and when I went to get my mammogram done the doctor and the technician both decided they were going to start the cleanse the following Monday! I was told by an observer that I have a passion for promoting the cleanse and should continue to share with others regarding the on-going benefits I am experiencing since I did the cleanse and now that I am doing the modified version. Girls, after I lost my first 14 pounds, my husband said he would try that 'green stuff' and after his 5th day and minus 7 pounds he said the green stuff wasn't so bad after all. LOL ..Just for helping him #he would only do the Modified Version of the cleanse# I lost an additional 6 pounds! I have gone from a size 16 to a size 10 in past 2 1/2 months!! Look at God!! And thank you JJ Smith!!"^5^July 22, 2015
Shellyisblessed247, ^38310494^422^74^"Buying this book is the best thing I've ever done for myself. I battled with my weight for years never understanding that my weight issues had a lot to do with me being an emotional eater. Although this book is small it's packed with tons of knowledge that will get you through the 10 day's and also the rest of your life. When I first bought this book, I thought there is no way that I would be able to do it but it hasn't nearly as hard as I thought it would be. This book is not just about Green Smoothies but it gives you all the tools you need to take care of your mind, body and soul. This is not a diet program or some juicing quick fix but it's a lifestyle change. My PCP has been overly pleased with my results and even more so my lab results."^5^October 5, 2014
JJinTexas, ^38310494^315^53^"My daughter bought this book for me and my best friend. We both agree this is the best gift we have ever gotten. Please do not be discouraged by the word cleanse. This book is so much more. I promise you will have a total different relationship with food. More than anything you will feel so good, mind, body and in so many more ways I cannot express enough. I too experienced outstanding lab results from my doctor. I was diabetic and now I am not. It is not a diet! It is life changing way to look at food. Also I am never hungry and always satisfied. Imagine that on a cleanse. If you are even on the fence about getting this book and trying green smoothies, please do not wait any longer. I promise you, you can only benefit from this lifestyle."^5^April 25, 2015
Happy, ^38310494^142^18^"This an excellent book to read when you want to loose weight. I have been on this diet for one week and I have now lost 13 lbs. Someone recommended this book to me but I wish they would have done it sooner. This book will help anyone to loose weight. It is very easy to follow the simple steps. Try it now and don't wait any longer."^5^March 14, 2016
Duck60, ^38310494^128^48^"While I was waiting for my book to come from Walmart, I checked the same book out at the library. I still wanted my own so I could make notes in it.  So while I was waiting for my book to come, I started the cleanse.  I am on day 9. I have dropped 15 lbs.  I had my nails painted w/the gel stuff in April of 2013 for my cousins wedding. When they took the gel polish off my nails one of them had split. It has been split from April 2013 to now, July 2016. That's 3 yrs. On day 9 it does not bother me at all. It has finally mended! I have had to keep it filed down to the quick. I had to keep a nail file with me everywhere I went, cause I didn't know when it was going snag something. I didn't realize the greens had so much protein in them. It also made me realize how much mindless eating I have been doing.  You'll see. It works. Just make up your mind and do it. Have 1 more day. But I know I CAN'T start eating any kind of way or I will gain it back. I have way more to lose. This has been a great start."^5^July 16, 2016
bethany2711, ^38310494^80^45^"Ok, so I'm doing the great green 10 day cleanse.I'm on day 2.the kale is chewy and gross.but I'm trying to convince myself if I got thru childbirth I can get thru this..the shakes really fill me up so I'm not hungry.now if I could just get past this icky kale.it really tastes awful and so chewy..blah! Let's talk again when I'm on day 7...."^5^May 25, 2016
purplecrab, ^38310494^78^20^"I bought this book mainly for the cleanse and not really for weight loss.  The book is easy to read and the plan is simple to follow.  I like that it includes a shopping list for the items you will need for the ten days.  Although, the amounts listed to purchase was a little off; I ended up with a surplus of items.  Not a big deal since I'm sure I'll be able to use it up.  I managed to lose 9 pounds after finishing the cleanse.  I had more energy and no longer felt sluggish.  I also was able to sleep much better.  I would recommend this plan for anyone who is looking for an easy detox."^4^May 29, 2016
Calandra83, ^38310494^68^21^"This is a great cleanse. I wasn't mentally prepared when I started so I only made it to day 5, BUT I did lose 8 lbs in those 5 days. I will try again and hope to be more successful at completing the 10 days."^5^March 23, 2016
Gina, ^38310494^65^20^"This is not my first time doing this cleanse, but it is my first time using my own copy of the book! I'm only on day 5, and it's HARD to stick to, but it's a great resource for kick starting weight loss and a healthy lifestyle!"^4^March 26, 2016
MrsHolli, ^38310494^59^18^"This book has been pivotal in my losing 17 pounds im less than 30 days. It was the perfect thing for me and I recommend it to all who desire to lose weight by making necessary lifestyle changes that support long term success."^5^May 22, 2016
tkd1, ^38310494^54^29^"Best way to loss love book I still drink my favorites  and  eat one big salad  with  meat on it. Even  if I eat out and gain  on weekends  I go back down  within  a week. Lost 30 pounds  went from size 12 to 8  first in wedding  dress  is me now. The other  is winter fatter"^4^October 13, 2016
STRONGISTHENEWSKINNY, ^38310494^52^18^"This is my first time trying JJ Smith book.....10 Day Green Smoothie Cleanse and I am so happy I did.  The book is excellent and very easy to follow. I'm only on day 5 and I have lost 11 pounds.  My sister and I are doing it together and she has lost 7 pounds.

Thank you JJ Smith for your book. I can't wait until your next book come out 'Green Smoothie for Life'."^5^November 18, 2016
LisaG, ^38310494^49^13^"LI used as directed, great seller I lost 12 lbs in the 10 days so it really works for me"^5^July 12, 2016
Gaga, ^38310494^39^14^"If you would like to be healthy, lose weight, have an energy, etc., this is the book to buy. It gives you great tips on what to do, and how to do to lose with a healthy."^5^February 24, 2016
Weight, ^38310494^31^9^"I really like this book enjoy the smoothies a lot down 8lbs in 10 days one smoothie a day salad for lunch a lite dinner doing good  one day at a time"^5^February 16, 2017
CanCan, ^38310494^30^12^"Glad I ordered it."^4^January 8, 2016
TeeRee, ^38310494^29^6^"Makes losing weight easy and healthy!!"^5^February 22, 2016
LoveMyNiece2, ^38310494^29^7^"Definitely worth the price. Easy to read and follow. Smoothie recipes are easy to make, delicious, and a recipe/ prep guide for easy shopping."^5^March 7, 2016
Misslaurel, ^38310494^21^6^"Easy to read and to follow directions"^5^February 14, 2016
Jazzy, ^38310494^21^5^"I love this book. It has catapulted my weight loss."^5^May 2, 2016
Tami, ^38310494^21^4^"Can't wait to get started with my smoothies."^5^January 26, 2016
djzmom1, ^38310494^18^15^"This is a good book to get and you will lose weight"^5^February 25, 2016
Dijah, ^38310494^17^7^"I love this book as it gives you 10 different smoothie recipes. They didn't taste bad either, this is from someone who didn't think that they would that they would like their spinach."^5^October 9, 2016
treyamya, ^38310494^17^7^"Very good book"^5^February 17, 2016
Cecee, ^38310494^15^4^"Very happy with order.

Had a hard time finding book, been looking for five months. Did a name search Walmart was able to locate the book.Thank you ."^5^April 18, 2016
Margo, ^38310494^15^11^"Great book! I am excited to get started on this journey."^5^February 22, 2016
Kimm, ^38310494^7^8^"Great book"^5^March 21, 2016
Sass, ^38310494^6^0^"The book is an easy read and easy to follow. The downfall is that when your first starting the diet it is quite expensive to start."^5^November 12, 2016
Divalicious, ^38310494^6^3^"Haven't started the clease yet, but the book appears to be informative at a beginners level. Heard nothing but, good results"^5^December 5, 2016
doug, ^38310494^5^3^"I have been using the JJ green smoothie cleanse for 5 days and the swelling in my feet and legs has went down"^5^February 4, 2017
^38310494^4^2^"This book works magic ..im on my 6th day of this cleanse and i feel absolutely wonderful! ! I see the changes and also feel the changes!! I have more energy, less bloated ..i feel lighter ,more confident !!Goodbye bad food and fastfood omw to a heathier me!!"^5^January 28, 2017
Neeka, ^38310494^4^2^"I lost weight"^5^January 6, 2017
Sandie, ^38310494^4^5^"Lost 6 lbs following the 10 day guideline...yea.  Two days have blueberries added to smoothies. Blueberries are good but not added to these two days because they make smoothies have a bad taste."^4^March 5, 2017
Slady32, ^38310494^4^3^"If you follow the program in this book, you can loose the weight.  It is not a diet, but a lifestyle change.  This book helps you with the changes you need. to make.  I have lost weight by following the plan."^5^April 30, 2017
Babe, ^38310494^4^1^"Best book I've ever brought.After day ten lost fifteen pounds.I've told all my friends.Thanks JJ!!!"^5^October 23, 2016
Rosie, ^38310494^4^3^"Book was just as I expected and received on a very timely basis, in fact received prior to projected receipt date."^4^May 4, 2016
Deanie, ^38310494^3^3^"Everything is fine"^5^March 15, 2017
NTFB, ^38310494^3^2^"I have one day left on my detox and I am 9 pounds down. I am so glad my sister told me about this book. I have to admit I was a little shakey on the combination but they were all very toleratable. I will also be incorporating some of them in to everyday life."^5^January 25, 2017
Sparkle131, ^38310494^2^0^"This book has literally changed the way I look at food! It's well written and so easy to follow. The author, JJ Smith, shows you how to detox and cleanse your body the right way to prepare you for a better commitment to a healthier lifestyle.  If you love smoothies this is the book to get!"^5^January 18, 2017
Martha, ^38310494^2^3^"I love my book"^5^June 4, 2016
Asiaboo, ^38310494^2^3^"Works wonders I lost 10 pounds in 10 days"^5^March 19, 2017
SWATTS, ^38310494^1^0^"This book was an easy read with great recipes."^5^January 20, 2017
Jamcee, ^38310494^1^0^"Very informative and it WORKS!
Thank you for publishing this book, information is great and the recipes are AWESOME!"^5^March 4, 2017
Bikebob, ^38310494^1^0^"It works, and that sums it up.  Good product, worth the price."^5^September 7, 2017
Goober1, ^38310494^1^0^"This book is great!!! Day by day menus."^5^August 17, 2016
Nikki, ^38310494^1^2^"Drinking the 10 day smoothie was awesome.  It was fulfilling and it helped me to control my appetite after I finished the 10 day fast. 

Awesome Awesome Awesome"^5^February 16, 2017
Deee, ^38310494^1^1^"Great!"^5^December 14, 2016
Crystal, ^38310494^1^0^"I've lost 2 inches off my waist and 10lbs in 10 days. I feel sooo much lighter. I also have PCOS and didn't think this cleanse would work but I'm glad I tried it. I will continue to do this every month and eat healthier!"^5^January 19, 2017
Hayes, ^38310494^1^3^"Didn't take long to get my book something like a week.  Book very easy to read and it tells you how much is needed for each smoothie."^5^March 13, 2017
Anna, ^38310494^0^5^"Others have told me they tried it and it worked for them."^5^March 12, 2017
Natural, ^38310494^0^2^"Love the book"^5^March 18, 2017
DeeDee, ^38310494^0^1^"Awesome book. Have not start the program. Will this Monday"^4^March 11, 2017
John, ^38310494^0^1^"Knowledge is great, eating healthy is greater !!"^4^January 27, 2017
MomInBklyn, ^1061292^3^0^"What a classic. My 3 yr old son can't get enough of this wonderful book!"^5^January 4, 2011
asummers11, ^1061292^2^0^"Awww I remember this book when I was a kid! I loved it!"^5^July 1, 2012
luv2shop71, ^1061292^2^0^"This is my childhood favorite and I am now handing the tradition down to my child. It is such a great story and a wonderful book for read alouds with a parent and a child."^5^November 27, 2009
BGB10, ^1061292^2^0^"Loved the book as a child and loved reading it to my children."^4^October 29, 2012
Maggielea, ^1061292^1^1^"Our son loved this book as a toddler, he even had a bear he named Corduroy. I still have his original book to give to his child, due in Aug. I bought this one to give to our daughter, her baby is due in May.For her baby shower, we asked instead of buying a card, find a book for baby, and sign something inside. Both of my kids loved to have me read stories to them at bedtime. It's a great habit to start!!!"^5^March 1, 2010
MsJudee, ^1061292^1^0^"The story is very cute, but the book is of light-weight paper construction. I wish it had been a hardboard book, but it was a real value for $2.50!! If your toddler is one that tends to rip up pages, this might not be practical to have in his toy box."^4^February 21, 2011
allbet, ^1061292^1^1^"I purchase this for my greatneice and hope she enjoys it as much as my children and grandchildren ."^5^April 6, 2011
budderfly52, ^4889111^12^0^"Hi to all. I read this book because the comercials on TV made me curious. Also the 2 boys sitting on opposite sides of the face intrigued me. I was so curious I went out to buy it. I got it thru walmart.com. If you do so you will not only pay the cheapest price anywhere but whether you have it delivered to your house or site to store you will get great and speedy service. The book was absolutely great. Read it in 2 days. It is a very small book. But I couldn't put it down. Please take the chance and read it. It is extremely well written and keeps you thinking thru the whole movie. Ending was a litlle frustrating to me. You just don't know what to say after you read it. I hope this gets you more interest in reading it. You will be glad you did."^5^June 17, 2009
CPSUNEMPLOYED, ^4889111^2^0^"Good material,. Once my kid finishes reading book, I will donate to his middle school."^5^May 13, 2014
MSLteach, ^4889111^2^2^"This book did a fantastic job of showing what it was like for German families during the war. The children of WWII were affected no matter what side of the fence they were on."^5^October 4, 2011
tamalyn, ^4889111^2^0^"This is the first book I've ever read that I've thought every student needs to read before graduating.

It takes a difficult time in history and breaks it down for someone who doesn't understand. Bruno doesn't understand what's happening and doesn't agree with the party line. Somehow a nine year old boy who doesn't 'get it' get's the Truth better than the grown-ups.

This book made me laugh and cry and now I'm sharing it with my kid. Some things should never be forgotten!"^5^December 19, 2009
EngineThatCould, ^442535^3^0^"I bought this for a teenage grandchild, to help her remember she can do what she puts her mind to. It was not the same version as I knew as a child, but still very good."^5^December 8, 2010
Samm, ^442535^1^0^"This is such a wonderful story, one of the good old classics."^5^May 19, 2016
Amominminnesota, ^22093842^8^6^"One of the best children's books I have ever read. We read it over and over. I gave copies to some of the teachers at my sons school who loved it."^5^February 9, 2014
kyjo, ^22093842^5^0^"We loved this book. Its was a fun read with my grandchildren."^5^March 8, 2014
Zionsvilleindiana, ^22093842^4^0^"Love this book! It's very creative and witty. My kids made me read it three times the first day we got it. It's nearly memorized"^5^February 21, 2014
AngelFD, ^22093842^2^1^"This is a great book! The story line is so cute and imaginative! My son laughs his head off every time we read it and asks for it to be read again and again!! A must have for your book collection, I HIGHLY recommend!"^5^May 31, 2015
MeMaw2B08, ^22093842^1^1^"Great photo and messages"^5^October 7, 2015
lovingmominCali, ^22093842^1^1^"My kids love this book. They wanted it at the school book fair but I found it a lot cheaper at walmart.com."^5^December 22, 2014
OZover, ^22093842^1^0^"Even as an adult, I love this book! My 3.5 year old son was very interested in what each crayon had to say, and it's quite funny. Love it and highly recommend!"^5^August 19, 2015
Teresa, ^22093842^1^0^"This is the best children book I have ever reed. I highly recommend it."^5^October 19, 2015
GammaS, ^22093842^1^2^"This book was on my 3 year old grand daughter's Christmas Wish List and when she opened it, her 5 year old sister said, 'I love that book, it's so funny.' So, I think I picked the right present and they'll both love it."^5^January 6, 2015
KimberB, ^5720875^18^2^"I love this CD box set. My daughters love the songs. Everytime we get in one of the vehicles she says turn on my Kid's CD. Because there are 3 CD's I am able to keep one in the car, while my husband has the other 2 in the truck. My daughter would often sing a song she learned at school, but I was unfamiliar with the song. It turned out to be on one of the CD's and now I am able to sing it with her. She gets so excited when she hears that particular song. I loved the quantity of songs for the price. I think the spiritual songs scattered throughtout were a bonus. The songs came in handy on a recent road trip we took, for me and the girls."^5^August 18, 2009
Havegrandmother, ^5720875^7^0^"This CD was bought for my grand daughter. She loves to sing along with the music. I thought this CD would help her with some old childhood favorites."^5^August 31, 2010
ZoeyLeesMom, ^5720875^5^1^"My two-year old had a DVD which included videos to these songs but she broke it and was saddened to not have 'The Bus', as she called it, to sing along with. I thought of replacing the dvd but was hoping for her to not watch so much tv. She was ECSTATIC when I turned it on and she heard her favorite songs again! Not only was she happy but I was happy to see that she was sitting down singing along and looking at all of her books - without my prompting. She loves it! I love it!"^5^January 28, 2011
JNY1, ^5720875^3^0^"includes all of the classics! even the ones i remember as a kid etc blue bird, itsy bitsy spider, abc song, old mc. donald etc"^5^December 26, 2013
FiveTenFifteenTwenty, ^5720875^2^1^"I purchased this because it was listed as a karaoke CD for children. While it is great for singing along, it does NOT show the words of the songs on the karaoke machine. It did not meet my expectations based on the lack of karaoke compatibility.

My 2 and 4 year old grandsons love to sing and to use the karaoke machine. The songs are age appropriate and the CD will play on my car CD player as well."^4^February 11, 2014
zwhit, ^5720875^2^0^"Lots of songs. My child goes to daycare and it has many of the songs they sing at school. It was a good value for 3 CDs."^4^February 16, 2009
themoviegoer, ^5720875^2^0^"its a hit with friends and family"^5^June 21, 2011
^5720875^1^1^"I thought these songs were great! I am a Children's Librarian so they came in very handy. There were several religious songs which I could have done without just because I don't want to use them at the library because I don't know everyone's views but otherwise it was great!"^4^October 13, 2010
rn36, ^5720875^1^7^"I was surprised by the religious/Sunday school songs included in these CDs. It is my own fault because all of the songs are listed on the site - I just failed to review them completely before purchasing the CDs."^3^August 20, 2008
DeeDee, ^5720875^1^0^"Lots of songs for price"^3^January 1, 2016
Sharon, ^5720875^1^0^"Great price for so many kids songs"^5^March 6, 2016
joyce, ^5720875^1^1^"There are every song you can think of to act out.  It is great for preschool and kindergarten!"^5^October 24, 2016
noah, ^5720875^1^0^"this item is the best i would give this cd to someone for christmas it is so good if i could i would give who ever made this 5000 $ but i can't keep up the good work"^5^March 28, 2017
Meic, ^5720875^0^1^"Since this is a gift, so I have not open it.  I don't  know the quality.  Thanks"^5^December 13, 2016
hazelblondy, ^5720875^0^2^"Cute but has more religious songs on it than I would prefer."^3^December 17, 2015
MomOfOne, ^5720875^0^3^"Although the songs are listed and I should have read a little more before purchasing, I just assumed this would just be a fun sing along CD for kids. I found a lot of religious songs. Some a little intense for something that is supposed to be light and fun. To me the CD would have been more appropriately label as a bible sing a long."^1^December 25, 2015
tradog, ^5720875^0^1^"My 2 year old son LOVES this cd - it's all we listen to in the car now. It has so many great songs on it."^5^April 27, 2009
Elisabeth424, ^55833574^12^3^"You can't go wrong when you purchase a PW cookbook. I've been a fan since her first one came out. And I was thrilled when this cookbook came out. It's for those of use who have crazy lives only have a short time to answer the question 'what's for dinner?'

All of her cookbooks are colorful, beautiful and easy to lose yourself in. Yes in a cookbook. 

Only issue is they do not stay open to the page when your using it in the kitchen. Also the table of contents should have the recipe listing in the front. This one and the others list for each section. So if there was one thing to work on it would be how the book opens and the other would be it's table of contents page."^4^December 10, 2017
JJenn, ^55833574^5^10^"Received in excellent.  Packaging very good.  Would order again from vendor."^5^October 25, 2017
bubba123456, ^55833574^2^0^"Fantastic recipe book!   Can never go wrong with Pioneer Woman.  item was received in secure packaging and arrived very fast and was undamaged.  Recipes are fantastic.  All easy to follow with no super fancy ingredients needed.  Nearly everything needed you would already have on hand so  no special trips to the grocery store.  Pictures included are clear and crisp and oh so mouthwatering!"^5^March 4, 2018
MrGinger, ^438978^5^0^"If you have not read 1984 but have read other dystopian novels like Fahrenheit 451, Brave New World, Anthem, Erewhon, or even the Hunger Games trilogy or V For Vendetta, but want more of this genre, 1984 is a must!"^5^May 19, 2014
Rilay, ^438978^4^2^"This book won’t control your mind, but it does have a lot to do with mind control. 1984 is a book written by George Orwell in 1949 depicting what Orwell believed that England would look like in the future. This book depicts a “Utopian” society that is ruled with an iron fist by the government who uses propaganda to control the population. Propaganda like “Big Brother is watching” is displayed on signs so that citizens know that the government is always watching and that the Thought Police are monitoring thoughts through “Tele-screens” (televisions). These Thought Police are used to track rebels who want to destroy the totalitarian government and bring freedom to the people.

The main character, Winston Smith, works for the government but sees the injustices going on around him. Winston breaks little rules here and there like writing a journal even though this is forbidden by the Thought Police. Winston works for the Ministry of Truth; a government building that changes history by “erasing” events from the past by changing photos, editing books, and completely removing people from history. The Ministry of Truth does this to control the knowledge of past successful rebel uprisings.

This is a great book that gives a lot of insight on what life is like in our society, even if we don’t recognize it on a daily basis. Orwell wasn't completely right with the date, however, I feel that our society is slowly reaching the point in which this book will no longer be “Fiction”. I would recommend this book to someone who is looking for a story with a deep history and speculation. I had a great time reading this and i think you will too."^4^December 14, 2014
Vivi, ^438978^4^0^"This book,at some point describe, what our  Country  is going through 
TODAY... SCARY."^5^February 10, 2017
Firefrost, ^438978^4^4^"Scary how this man was so ahead of his time"^5^June 21, 2016
vann, ^438978^2^0^"A very good read that makes you think, especially in today's age of technology"^5^March 8, 2017
lord, ^438978^2^11^"A real classic."^5^April 27, 2011
MM300, ^438978^2^0^"Great Book. Got it for School Read."^5^February 20, 2017
Drewsur, ^438978^2^1^"Orwell should have named the book 2016! I have read this book several times and it remains pertinent!  Old school paperback that fits in your back pocket,  $10 MSRP ! Probably  $1 back in the old days..."^5^February 23, 2017
bill, ^438978^1^0^"I first read 1984 over 50yrs. ago and it still rings true, even more so today!"^5^May 15, 2017
ARMYBRAT6722, ^438978^1^5^"My son wanted this book for his b-day."^5^August 13, 2014
LittleV, ^30039951^1^0^"I bought this book for my family member. She has already started to read the book again. I never thought I'd see such a young girl enjoy reading something that fast and then start the book all over again in such a short amount of time"^4^January 3, 2017
MariaC, ^19532376^4^2^"Book in excellent. Service and pick up excellent. No complaints."^5^July 11, 2012
Sassy273, ^19532376^3^1^"Got my book only a few days after ordering and it is in perfect condition. I can't wait to read this book, I've only heard good things, but I've only made it to chapter 1. Will definitely order books through Walmart.com again."^5^May 19, 2014
Laysee, ^19532376^3^3^"I ordered this book for school, unfortunately having to use a gift card I had received as a birthday present. What a waste of money. I got the book today, and while opening it, I noticed black marks all over the cover. Upon further inspection of the book, I found more markings on the back. I will still use this for school, seeing I have no other option. But I am not happy and it was not worth the waste of my gift card."^2^January 18, 2013
Marnaz, ^19532376^2^0^"This book is very useful for my daughter who is in Middle School."^5^November 4, 2013
LateReader123, ^19532376^2^0^"Fahrenheit 451 is a dystopian tale of a fireman, Guy Montag, who wakes up the reality of his actions. Along the way, he encounters those that the State regards as dissidents and the keys to the future that they hold. While this story was written in the 1950s, the relevance of its message is just as sobering, just as powerful, in 2013 as it was six decades ago. This was the first Ray Bradbury book that I have read, and I was not disappointed."^3^September 30, 2013
Andishop, ^145803129^6^2^"This book is highly recommended from my 11 yr. old. My son doesn't really like to read but said everyone should read. This book was on his school summer reading list originally he wasn't real happy that I ordered this book. He normally drags out his reading to the last minute but once he started reading he didn't really want to put this book down. Finished this book in about 5 days which was Great!! I didn't have to constantly remind him to read either. He now has talked almost everyone in the family into reading this book including his grandparents. When he finished the book he also said 'mom I shouldn't have judged a book by it's cover' :-).
The best part for me was not having to shop for it all over town, the quickness in ordering and receiving at my door the day the email showed we would receive (sooner then showed on the original order too). All the libraries had a waiting list so long that we would have never been able to check it out and not to mention the gas money I saved from not driving to every store in town."^5^August 10, 2009
TNickC, ^145803129^4^0^"I never read this book as a child, but i am reading it for a class as an adult. I would highly recommend it. It is a great tale of understanding and personal growth."^5^December 28, 2012
peachyqueen, ^145803129^3^0^"My son liked it so much that we had to purchase a copy just for him."^5^September 19, 2013
3coconuts, ^145803129^3^0^"This book was great, just what my son needed for his class assignment . The price was great :)"^5^September 13, 2014
perros05, ^145803129^3^1^"Great price and was able to get it shipped right to the door so you wouldnt have to get out searching all the stores and compare prices."^5^September 13, 2012
look123, ^2664290^20^0^"After reading happiness books like 'Finding Happiness in a Frustrating World', I felt like I had a good handle on what science had uncovered about how to live a happy life and have to say that I am MUCH happier for having read them. But, while the field of positive psychology has made some great contributions to my happiness levels, it's books like 'The Power of Now: A Guide to Spiritual Enlightenment' that come along and let you know there's STILL more you can learn.

A key concept of the book (if I'm explaining it right) is that you will start to experience a certain kind of enlightenment when you learn to leave your analytical mind behind. In other words, instead of 'thinking' try just 'observing your thinking.' And when you do this, you also need to realize that all this 'thinking noise' that goes on in your head all day long is not really who you are- an enlightening concept indeed!

To that end, the book is set up in a question and answer format to help you get to understand these kinds of concepts. While it might seem ridiculous to some, it really isn't. Case in point, we all talk to ourselves or have witnessed others talking to themselves at times (maybe during a sporting event perhaps). If you ask someone who they are talking to, they will usually say 'I'm talking to myself.' And this, by definition, means that there have to be two 'selves', an 'I' talking to 'myself'- and so justifies the idea of two selves (a 'you' and a 'thinking you' in the book).

Well, if these seem to be the kind of concepts you're ready to explore, this is your book. It raises some good questions and certainly brings up one that you can't argue with: all we have is the here and now. As the book so astutely points out, 'Nothing ever happened in the past; it happened in the Now. Nothing ever happened in the future, it will happen in the Now.' And learning to live in the now IS the point of the whole book."^5^January 28, 2009
Hapenow8411, ^2664290^5^0^"I wish that I would have read this type of' spiritual' book when I was much younger. This book was a purchase after reading it from the library. I will read it again."^5^August 19, 2012
